stat_rne,sas,mov_rne,50-50 rne,ras,rne,epe
nan,0.997219057,0,nan,0.99980035,0.147831212,0.348577412
nan,0.998319127,0.007212005,nan,0.99997636,0.151200552,0.356441702
stat_rne,sas,mov_rne,50-50 rne,ras,rne,epe
nan,0.9972190566936564,0.0,nan,0.9998003503232739,0.14783121245525485,0.3485774119628494
nan,0.9983191274996109,0.007212005458617368,nan,0.9999763602836585,0.15120055208713695,0.35644170240646805
stat_rne,sas,mov_rne,50-50 rne,ras,rne,epe
nan,0.9972190566936564,0.0,nan,0.9998003503232739,0.14783121245525485,0.3485774119628494
nan,0.9983191274996109,0.007212005458617368,nan,0.9999763602836585,0.15120055208713695,0.35644170240646805
stat_rne,sas,mov_rne,50-50 rne,ras,rne,epe
nan,0.9972190566936564,0.0,nan,0.9998003503232739,0.14783121245525485,0.3485774119628494
nan,0.9983191274996109,0.007212005458617368,nan,0.9999763602836585,0.15120055208713695,0.35644170240646805
epe,ras,sas,50-50 rne,stat_rne,rne,mov_rne
0.3485774119628494,0.9998003503232739,0.9972190566936564,nan,nan,0.14783121245525485,0.0
0.35644170240646805,0.9999763602836585,0.9983191274996109,nan,nan,0.15120055208713695,0.007212005458617368
